network_id,timestamp,pressure,flow_rate,lat,lng,ph,turbidity,conductivity,dissolved_oxygen,temperature,pipe_condition,age_years,material,diameter,last_inspection,efficiency_score,reliability_index,water_loss_percentage,customer_satisfaction,response_time_minutes
network_017,2025-06-21T05:04:15.955978,3.9,14.23,37.046085,-81.332371,8.4,1.11,605.0,7.5,20.9,excellent,32,PVC,375.0,2025-06-09T15:04:15.960829,72.6,0.892,7.1,75.4,64.0
network_015,2025-06-21T06:04:15.955978,4.34,78.9,39.733735,-88.298897,8.29,2.92,427.0,10.1,15.1,good,19,concrete,467.0,2024-11-03T15:04:15.960855,73.4,0.86,20.1,88.4,78.0
network_003,2025-06-21T07:04:15.955978,6.74,29.88,25.003139,-75.765199,7.62,1.32,428.0,7.4,23.5,excellent,41,steel,573.0,2024-12-12T15:04:15.960883,71.4,0.95,10.1,92.7,38.0
network_011,2025-06-21T08:04:15.955978,5.15,88.35,48.805312,-113.371002,7.12,1.25,711.0,6.5,15.2,good,36,PVC,200.0,2024-09-19T15:04:15.960907,83.4,0.962,20.1,79.8,105.0
network_006,2025-06-21T09:04:15.955978,4.78,52.34,34.559351,-118.508421,8.18,3.12,731.0,11.8,21.2,poor,36,steel,530.0,2024-10-03T15:04:15.960957,73.8,0.815,17.5,88.6,19.0
network_008,2025-06-21T10:04:15.955978,4.92,11.4,33.412369,-97.020435,8.02,4.94,448.0,6.5,15.4,fair,40,PVC,514.0,2024-12-25T15:04:15.961026,81.4,0.99,9.3,94.3,67.0
network_019,2025-06-21T11:04:15.955978,6.49,18.86,34.549029,-70.85624,8.3,4.44,683.0,10.3,22.5,poor,38,PVC,188.0,2024-10-08T15:04:15.961055,82.5,0.83,6.7,84.6,65.0
network_005,2025-06-21T12:04:15.955978,6.09,59.36,29.621431,-118.284156,8.45,0.77,530.0,11.6,16.8,poor,36,concrete,460.0,2024-12-30T15:04:15.961086,94.9,0.943,14.1,76.7,100.0
network_010,2025-06-21T13:04:15.955978,6.79,56.34,36.688069,-97.005381,7.3,3.26,544.0,10.0,18.1,excellent,29,HDPE,573.0,2025-04-11T15:04:15.961112,72.6,0.839,19.4,78.5,110.0
network_009,2025-06-21T14:04:15.955978,6.41,45.56,30.568638,-91.413236,8.43,0.3,451.0,6.3,16.7,excellent,22,steel,228.0,2024-12-22T15:04:15.961137,78.4,0.953,6.1,71.3,75.0
network_007,2025-06-21T15:04:15.955978,4.77,59.62,32.528258,-79.781433,7.71,0.45,597.0,11.6,21.9,fair,34,PVC,127.0,2025-01-24T15:04:15.961163,81.0,0.955,14.6,73.2,118.0
network_015,2025-06-21T16:04:15.955978,5.75,14.01,32.78704,-90.184989,7.06,2.0,417.0,7.4,16.8,fair,42,concrete,477.0,2024-07-26T15:04:15.961192,75.8,0.973,12.1,83.6,41.0
network_007,2025-06-21T17:04:15.955978,5.59,85.22,35.820063,-89.275949,6.87,1.78,759.0,9.8,17.5,fair,43,cast_iron,551.0,2024-12-26T15:04:15.961218,75.6,0.921,23.0,84.5,105.0
network_010,2025-06-21T18:04:15.955978,5.53,91.56,33.359842,-105.916956,8.22,3.6,517.0,8.3,20.3,excellent,47,HDPE,545.0,2024-12-29T15:04:15.961357,83.5,0.874,22.6,75.5,56.0
network_011,2025-06-21T19:04:15.955978,6.93,14.68,41.784975,-95.007891,6.83,3.06,459.0,8.1,21.1,poor,20,PVC,446.0,2024-12-03T15:04:15.961405,76.1,0.908,24.0,77.9,69.0
network_001,2025-06-21T20:04:15.955978,6.42,17.64,48.205226,-102.331285,6.96,1.86,216.0,6.7,19.3,fair,25,PVC,489.0,2024-07-26T15:04:15.961449,77.5,0.971,20.7,88.8,60.0
network_014,2025-06-21T21:04:15.955978,6.25,42.49,40.131794,-119.739906,7.34,3.19,476.0,10.6,16.7,poor,12,steel,218.0,2024-09-04T15:04:15.961484,82.3,0.944,9.8,75.4,50.0
network_001,2025-06-21T22:04:15.955978,5.44,71.43,44.78928,-112.468011,6.79,0.31,436.0,11.5,23.3,poor,7,PVC,525.0,2025-01-19T15:04:15.961576,81.2,0.884,24.4,94.2,93.0
network_014,2025-06-21T23:04:15.955978,6.07,28.19,26.323026,-113.066691,8.19,3.16,684.0,11.9,24.5,poor,28,concrete,541.0,2025-05-15T15:04:15.961649,82.9,0.877,8.2,76.1,84.0
network_007,2025-06-22T00:04:15.955978,5.73,50.31,37.019634,-96.889797,6.83,4.88,227.0,11.2,16.3,poor,22,PVC,224.0,2024-08-12T15:04:15.961694,72.0,0.973,15.9,80.3,19.0
network_006,2025-06-22T01:04:15.955978,6.95,28.56,32.06287,-107.539271,7.7,4.19,675.0,6.3,23.9,excellent,29,HDPE,358.0,2025-05-12T15:04:15.961726,73.0,0.86,17.7,90.7,60.0
network_011,2025-06-22T02:04:15.955978,6.81,71.05,32.147007,-79.84767,8.02,1.32,709.0,6.8,18.8,excellent,17,PVC,528.0,2025-03-01T15:04:15.961757,72.3,0.942,9.1,70.2,42.0
network_004,2025-06-22T03:04:15.955978,6.79,44.83,45.771845,-86.029209,6.93,2.44,620.0,11.4,24.4,poor,35,PVC,329.0,2025-04-29T15:04:15.963000,82.9,0.978,10.8,72.4,114.0
network_013,2025-06-22T04:04:15.955978,4.98,62.03,39.234341,-99.595804,7.1,3.06,256.0,9.6,21.6,good,19,HDPE,547.0,2025-07-04T15:04:15.963455,82.1,0.978,22.6,92.9,25.0
network_003,2025-06-22T05:04:15.955978,3.46,61.35,30.838519,-93.954315,7.06,2.84,500.0,7.9,21.8,fair,11,steel,290.0,2024-09-19T15:04:15.963574,81.8,0.821,12.1,72.9,45.0
network_005,2025-06-22T06:04:15.955978,6.54,91.47,47.188651,-72.792106,7.34,4.24,733.0,11.3,16.0,good,8,cast_iron,445.0,2025-01-17T15:04:15.963624,88.7,0.988,22.4,85.5,95.0
network_003,2025-06-22T07:04:15.955978,3.33,14.13,48.536484,-105.112993,7.74,3.1,702.0,10.8,22.5,excellent,43,steel,398.0,2024-10-26T15:04:15.963663,71.8,0.912,7.3,71.5,64.0
network_014,2025-06-22T08:04:15.955978,3.32,79.53,48.949964,-80.482378,7.98,4.06,785.0,9.0,21.5,good,42,concrete,424.0,2025-02-12T15:04:15.963875,76.4,0.842,10.7,83.8,22.0
network_008,2025-06-22T09:04:15.955978,5.41,22.0,41.89861,-73.826103,6.71,3.84,296.0,7.7,22.1,good,36,cast_iron,160.0,2025-03-04T15:04:15.963954,78.9,0.804,19.5,74.3,68.0
network_005,2025-06-22T10:04:15.955978,3.01,53.13,44.408742,-90.147414,6.97,0.13,305.0,7.3,24.6,fair,23,steel,130.0,2025-02-21T15:04:15.963982,71.7,0.81,16.6,71.9,37.0
network_013,2025-06-22T11:04:15.955978,4.86,31.08,45.976591,-109.896412,8.16,0.61,256.0,9.2,20.2,fair,13,concrete,482.0,2024-07-18T15:04:15.964521,80.1,0.987,23.4,84.3,53.0
network_009,2025-06-22T12:04:15.955978,3.22,85.6,48.376341,-106.298306,6.74,1.36,735.0,9.0,15.3,poor,22,PVC,450.0,2024-10-23T15:04:15.964661,93.0,0.892,10.2,94.3,51.0
network_015,2025-06-22T13:04:15.955978,3.57,23.86,26.463415,-115.646263,7.9,2.21,345.0,10.3,21.9,poor,10,steel,552.0,2024-08-31T15:04:15.964875,90.7,0.821,15.7,72.5,94.0
network_009,2025-06-22T14:04:15.955978,4.97,33.98,40.589762,-72.709145,8.22,3.36,449.0,11.4,16.3,fair,33,concrete,280.0,2024-07-29T15:04:15.965067,77.2,0.804,18.3,81.3,94.0
network_003,2025-06-22T15:04:15.955978,4.75,68.09,38.181061,-79.426935,7.78,0.1,377.0,10.3,24.0,excellent,6,cast_iron,353.0,2025-05-08T15:04:15.965168,82.2,0.907,17.8,76.3,32.0
network_011,2025-06-22T16:04:15.955978,4.05,38.68,40.801544,-89.030125,6.67,4.59,603.0,10.5,24.3,good,41,cast_iron,108.0,2024-09-07T15:04:15.965236,87.4,0.936,20.8,72.3,94.0
network_010,2025-06-22T17:04:15.955978,5.32,70.65,26.502078,-86.553363,7.92,2.79,264.0,9.0,18.3,good,42,cast_iron,215.0,2024-08-28T15:04:15.965422,87.9,0.836,10.1,84.0,32.0
network_014,2025-06-22T18:04:15.955978,5.28,44.81,33.303758,-114.720396,8.15,1.45,585.0,7.3,24.7,poor,42,concrete,257.0,2025-01-03T15:04:15.965471,89.1,0.918,8.5,90.2,109.0
network_005,2025-06-22T19:04:15.955978,6.87,46.6,41.203934,-92.910963,7.5,3.49,619.0,11.7,18.1,excellent,14,cast_iron,303.0,2024-09-05T15:04:15.965514,91.0,0.981,24.2,84.9,104.0
network_018,2025-06-22T20:04:15.955978,4.06,92.51,45.024163,-75.958257,8.46,2.71,508.0,8.9,19.1,good,15,cast_iron,201.0,2024-12-15T15:04:15.965550,74.2,0.818,6.4,74.0,117.0
network_001,2025-06-22T21:04:15.955978,5.94,99.51,36.102648,-110.278768,6.98,0.1,578.0,7.0,18.0,poor,32,steel,480.0,2025-01-01T15:04:15.965588,84.2,0.892,14.9,76.1,23.0
network_019,2025-06-22T22:04:15.955978,5.01,20.01,30.61495,-91.514663,7.4,3.63,753.0,11.6,23.9,good,17,concrete,129.0,2024-12-16T15:04:15.965631,87.1,0.982,18.5,88.1,17.0
network_013,2025-06-22T23:04:15.955978,3.08,94.56,49.757078,-82.257753,7.45,2.74,380.0,10.5,18.3,poor,23,concrete,524.0,2025-03-16T15:04:15.965668,72.1,0.915,14.7,82.6,45.0
network_016,2025-06-23T00:04:15.955978,6.84,44.51,40.305616,-94.784227,7.13,1.59,213.0,8.2,20.4,fair,20,concrete,282.0,2025-01-23T15:04:15.965712,84.3,0.832,6.3,78.9,98.0
network_002,2025-06-23T01:04:15.955978,6.27,78.09,35.293699,-76.157818,7.22,0.07,799.0,8.6,21.2,poor,36,HDPE,467.0,2025-04-27T15:04:15.965755,79.0,0.951,18.6,83.4,27.0
network_007,2025-06-23T02:04:15.955978,3.47,91.91,32.991879,-77.059389,7.22,3.81,261.0,8.0,16.1,excellent,23,steel,228.0,2024-11-07T15:04:15.965790,73.4,0.88,22.4,77.2,66.0
network_014,2025-06-23T03:04:15.955978,5.95,43.12,36.884786,-102.716923,7.23,0.87,574.0,11.6,16.6,fair,28,cast_iron,518.0,2024-12-12T15:04:15.965825,87.1,0.916,12.5,74.1,24.0
network_020,2025-06-23T04:04:15.955978,4.91,77.65,41.82841,-71.67445,7.69,3.48,641.0,10.1,17.0,excellent,14,cast_iron,397.0,2025-01-20T15:04:15.965872,77.3,0.919,5.0,90.4,100.0
network_018,2025-06-23T05:04:15.955978,5.4,19.2,25.313288,-117.90676,7.68,4.0,664.0,7.4,18.7,good,14,HDPE,443.0,2025-02-05T15:04:15.965912,77.1,0.98,11.8,91.9,45.0
network_011,2025-06-23T06:04:15.955978,4.39,30.61,35.992925,-92.214731,6.9,2.81,648.0,7.6,17.0,good,25,concrete,513.0,2025-03-24T15:04:15.965948,89.9,0.98,18.2,93.1,19.0
network_012,2025-06-23T07:04:15.955978,5.58,22.64,43.210878,-103.393143,7.64,2.27,476.0,7.3,18.6,excellent,10,HDPE,122.0,2025-05-11T15:04:15.966006,81.5,0.932,12.4,74.9,98.0
network_003,2025-06-23T08:04:15.955978,4.01,37.34,37.813446,-119.175355,8.36,1.4,206.0,6.7,21.8,poor,5,HDPE,491.0,2025-06-13T15:04:15.966072,87.9,0.896,14.0,88.9,109.0
network_017,2025-06-23T09:04:15.955978,6.75,45.47,42.606618,-110.773896,7.9,2.25,786.0,11.5,21.7,fair,48,cast_iron,303.0,2025-03-04T15:04:15.966116,90.9,0.829,19.8,75.7,108.0
network_014,2025-06-23T10:04:15.955978,5.16,41.6,49.23634,-105.98198,7.27,3.14,778.0,7.3,20.3,poor,32,steel,482.0,2024-11-25T15:04:15.966163,86.8,0.99,21.9,84.1,49.0
network_012,2025-06-23T11:04:15.955978,5.45,61.22,35.891081,-105.788417,8.2,1.64,425.0,10.3,25.0,good,38,concrete,450.0,2025-05-31T15:04:15.966194,73.1,0.976,16.3,82.4,107.0
network_015,2025-06-23T12:04:15.955978,4.55,83.7,29.001373,-73.050234,6.91,3.97,433.0,11.2,19.7,good,13,PVC,299.0,2025-02-14T15:04:15.966291,83.8,0.921,18.5,79.1,59.0
network_008,2025-06-23T13:04:15.955978,4.17,80.1,39.632659,-109.690145,7.78,1.9,291.0,8.5,18.8,fair,16,cast_iron,410.0,2025-06-01T15:04:15.966326,78.5,0.822,21.6,83.4,89.0
network_014,2025-06-23T14:04:15.955978,5.02,51.64,45.16337,-92.39202,6.94,4.57,343.0,10.8,22.9,fair,35,PVC,250.0,2025-04-24T15:04:15.966353,81.0,0.87,9.5,73.6,94.0
network_014,2025-06-23T15:04:15.955978,4.4,46.43,35.001296,-108.570835,7.29,0.79,358.0,6.5,22.6,excellent,33,concrete,436.0,2024-08-24T15:04:15.966390,76.2,0.984,19.1,86.3,113.0
network_016,2025-06-23T16:04:15.955978,4.58,76.22,40.999186,-108.144728,8.12,0.25,339.0,10.7,15.5,good,48,steel,160.0,2024-11-27T15:04:15.966433,80.3,0.875,20.4,92.8,56.0
network_010,2025-06-23T17:04:15.955978,6.61,70.28,41.251202,-93.820803,8.09,2.46,454.0,10.1,20.6,fair,5,cast_iron,263.0,2025-03-27T15:04:15.966475,84.5,0.937,11.9,74.7,36.0
network_014,2025-06-23T18:04:15.955978,4.46,63.48,26.742753,-87.262636,8.04,4.83,444.0,9.1,17.1,good,35,PVC,296.0,2024-08-18T15:04:15.966561,89.2,0.834,5.5,83.1,21.0
network_019,2025-06-23T19:04:15.955978,6.0,75.32,38.233959,-110.600331,8.09,2.79,766.0,10.6,16.8,poor,48,steel,499.0,2024-11-27T15:04:15.966617,80.9,0.914,11.1,93.5,53.0
network_006,2025-06-23T20:04:15.955978,3.41,35.17,29.43783,-83.156242,6.73,3.74,588.0,8.8,15.3,good,19,cast_iron,333.0,2024-11-09T15:04:15.966669,76.5,0.824,16.7,90.5,23.0
network_013,2025-06-23T21:04:15.955978,3.39,15.08,38.859213,-102.472831,7.71,4.44,471.0,7.8,18.1,fair,30,HDPE,122.0,2024-07-17T15:04:15.966709,86.9,0.852,24.9,87.0,53.0
network_002,2025-06-23T22:04:15.955978,5.93,86.19,25.115322,-71.123664,7.1,0.35,350.0,11.2,15.5,poor,15,concrete,442.0,2025-06-27T15:04:15.966788,81.3,0.867,9.0,92.5,75.0
network_014,2025-06-23T23:04:15.955978,6.59,27.5,26.889677,-77.78953,6.83,3.46,553.0,10.4,20.4,fair,6,cast_iron,495.0,2024-12-24T15:04:15.966865,81.0,0.903,18.7,94.9,18.0
network_017,2025-06-24T00:04:15.955978,5.85,46.03,30.603565,-115.525995,7.03,2.61,424.0,10.2,20.3,poor,47,cast_iron,575.0,2024-10-18T15:04:15.966937,90.6,0.896,18.3,72.6,59.0
network_018,2025-06-24T01:04:15.955978,5.35,85.62,31.578848,-110.964518,7.84,4.59,465.0,11.4,23.5,poor,25,PVC,250.0,2024-12-11T15:04:15.966995,91.8,0.913,20.4,81.6,102.0
network_004,2025-06-24T02:04:15.955978,4.02,87.82,38.528549,-70.386556,8.24,3.2,608.0,12.0,16.3,fair,26,steel,568.0,2024-12-15T15:04:15.967045,83.6,0.945,21.3,94.0,104.0
network_004,2025-06-24T03:04:15.955978,4.36,86.49,32.43837,-94.89243,6.69,2.25,789.0,6.3,18.9,good,37,cast_iron,208.0,2024-12-31T15:04:15.967115,86.8,0.934,20.4,84.0,30.0
network_010,2025-06-24T04:04:15.955978,4.48,21.39,27.703643,-81.813679,6.98,1.53,722.0,8.6,21.3,good,46,cast_iron,582.0,2024-10-31T15:04:15.967228,73.8,0.834,6.8,78.6,26.0
network_009,2025-06-24T05:04:15.955978,4.96,35.14,36.416783,-109.167748,7.83,3.66,464.0,11.1,18.8,poor,42,cast_iron,316.0,2024-10-24T15:04:15.967290,94.9,0.86,23.8,72.5,36.0
network_013,2025-06-24T06:04:15.955978,3.1,24.41,41.265593,-93.679701,7.02,2.82,369.0,7.4,19.7,fair,13,steel,295.0,2024-11-10T15:04:15.967393,91.4,0.84,11.8,75.0,61.0
network_004,2025-06-24T07:04:15.955978,5.3,15.16,41.228773,-114.757122,6.53,0.21,512.0,11.4,18.3,excellent,6,concrete,329.0,2025-05-11T15:04:15.967450,78.7,0.936,23.3,79.8,41.0
network_003,2025-06-24T08:04:15.955978,4.44,78.59,41.849096,-111.275114,8.23,4.51,238.0,10.9,22.2,excellent,47,HDPE,522.0,2025-05-04T15:04:15.967517,89.9,0.878,10.1,70.3,57.0
network_011,2025-06-24T09:04:15.955978,4.82,32.22,43.870703,-110.596583,8.15,2.55,382.0,9.9,21.0,fair,17,steel,390.0,2025-04-27T15:04:15.967605,94.6,0.821,9.8,74.3,58.0
network_009,2025-06-24T10:04:15.955978,6.86,46.23,39.689063,-94.034726,6.73,2.53,460.0,10.0,22.0,good,37,PVC,430.0,2024-09-09T15:04:15.967722,81.4,0.935,12.8,83.2,65.0
network_005,2025-06-24T11:04:15.955978,3.22,13.62,26.780311,-105.761282,7.84,2.23,288.0,8.6,22.2,good,45,steel,121.0,2025-06-27T15:04:15.967971,94.8,0.884,24.9,76.5,54.0
network_011,2025-06-24T12:04:15.955978,5.7,29.83,26.697769,-80.356248,6.72,2.62,289.0,10.2,18.7,poor,40,PVC,379.0,2025-03-06T15:04:15.968022,93.6,0.954,18.7,73.8,95.0
network_012,2025-06-24T13:04:15.955978,4.09,83.63,42.254807,-82.905815,7.75,2.12,281.0,9.1,21.3,fair,15,concrete,378.0,2025-06-19T15:04:15.968066,91.8,0.978,13.3,89.3,26.0
network_009,2025-06-24T14:04:15.955978,6.93,36.35,31.316443,-100.090132,8.23,1.23,647.0,8.3,18.0,poor,24,concrete,427.0,2024-10-04T15:04:15.968138,74.3,0.81,17.7,76.1,28.0
network_005,2025-06-24T15:04:15.955978,6.12,75.0,40.636628,-81.476202,8.29,2.99,215.0,6.6,24.4,good,40,steel,538.0,2025-06-10T15:04:15.968199,70.6,0.909,17.4,77.4,104.0
network_018,2025-06-24T16:04:15.955978,5.99,47.63,32.067978,-105.754535,7.28,1.43,331.0,9.5,20.4,good,22,PVC,374.0,2024-11-28T15:04:15.968257,75.9,0.988,24.1,70.6,87.0
network_016,2025-06-24T17:04:15.955978,3.39,16.27,41.710185,-105.049356,8.47,4.73,273.0,10.1,17.2,excellent,40,steel,148.0,2024-10-27T15:04:15.968308,94.3,0.87,9.5,75.6,111.0
network_001,2025-06-24T18:04:15.955978,4.75,75.45,34.766554,-110.380927,6.55,2.82,472.0,6.4,20.9,fair,36,HDPE,269.0,2025-01-21T15:04:15.968349,70.1,0.806,16.5,93.4,25.0
network_018,2025-06-24T19:04:15.955978,6.84,68.01,45.302713,-72.02861,6.82,2.88,332.0,10.1,21.1,good,39,cast_iron,103.0,2025-04-07T15:04:15.968387,89.7,0.933,19.6,78.7,66.0
network_001,2025-06-24T20:04:15.955978,3.24,40.7,46.26742,-74.694261,6.59,3.72,234.0,6.6,17.2,good,7,concrete,564.0,2025-03-17T15:04:15.968426,83.8,0.839,10.0,92.2,64.0
network_012,2025-06-24T21:04:15.955978,3.36,99.98,34.360806,-85.93996,6.7,0.87,681.0,6.2,18.6,good,17,PVC,310.0,2025-04-02T15:04:15.968451,86.7,0.955,24.8,70.4,106.0
network_013,2025-06-24T22:04:15.955978,5.34,76.56,33.789996,-105.121801,8.15,0.6,399.0,9.8,21.0,good,46,PVC,420.0,2025-04-13T15:04:15.968476,75.1,0.973,7.0,74.9,33.0
network_012,2025-06-24T23:04:15.955978,6.22,45.86,26.949485,-91.323892,8.46,2.3,365.0,10.8,24.0,fair,16,PVC,149.0,2025-04-29T15:04:15.968506,94.0,0.986,7.0,79.5,78.0
network_011,2025-06-25T00:04:15.955978,3.6,96.45,42.880661,-78.228501,7.71,4.8,599.0,6.7,16.7,good,39,cast_iron,210.0,2025-06-18T15:04:15.968563,73.6,0.928,12.8,78.4,119.0
network_010,2025-06-25T01:04:15.955978,4.34,15.71,40.567925,-83.812738,8.37,1.83,499.0,11.7,17.5,good,20,concrete,347.0,2024-08-25T15:04:15.968594,93.5,0.917,13.9,90.0,103.0
network_013,2025-06-25T02:04:15.955978,5.63,31.83,28.006858,-81.548702,8.32,1.49,284.0,11.5,15.6,fair,29,steel,441.0,2025-06-27T15:04:15.968636,74.4,0.835,14.6,78.7,33.0
network_004,2025-06-25T03:04:15.955978,3.2,92.03,49.373884,-70.866779,8.42,3.09,754.0,6.7,24.6,poor,49,HDPE,540.0,2024-08-29T15:04:15.968687,90.9,0.807,23.3,87.1,61.0
network_012,2025-06-25T04:04:15.955978,5.62,81.73,27.829857,-97.123388,8.48,0.13,550.0,8.2,22.0,fair,40,steel,562.0,2024-10-10T15:04:15.968744,83.9,0.981,6.7,93.4,58.0
network_004,2025-06-25T05:04:15.955978,6.72,18.64,46.0195,-70.598873,6.75,3.8,665.0,8.5,23.0,poor,48,HDPE,401.0,2025-01-10T15:04:15.968806,88.1,0.862,8.9,85.8,113.0
network_001,2025-06-25T06:04:15.955978,4.28,88.22,25.188641,-73.339877,7.05,1.9,447.0,10.1,15.4,poor,24,steel,130.0,2024-09-06T15:04:15.968864,82.1,0.932,7.1,77.0,59.0
network_002,2025-06-25T07:04:15.955978,3.12,76.24,28.944292,-119.448775,7.04,1.72,207.0,10.0,23.5,excellent,10,cast_iron,202.0,2024-12-10T15:04:15.968922,81.1,0.954,22.0,80.2,76.0
network_001,2025-06-25T08:04:15.955978,6.49,78.3,30.335085,-105.128655,8.42,3.26,422.0,6.9,18.4,fair,38,cast_iron,225.0,2025-06-13T15:04:15.969034,79.1,0.947,7.8,72.0,54.0
network_012,2025-06-25T09:04:15.955978,4.36,86.76,38.849813,-101.159102,6.81,0.17,501.0,10.2,17.9,good,36,HDPE,567.0,2024-10-04T15:04:15.969112,91.7,0.85,19.5,83.2,56.0
network_017,2025-06-25T10:04:15.955978,6.89,20.62,40.088541,-95.883439,7.01,0.54,307.0,11.5,15.8,excellent,33,cast_iron,271.0,2024-12-24T15:04:15.969823,70.2,0.851,12.0,91.6,81.0
network_008,2025-06-25T11:04:15.955978,3.52,76.72,28.968007,-89.077749,6.88,1.65,288.0,9.0,22.9,fair,17,steel,322.0,2025-03-08T15:04:15.969889,84.3,0.833,14.1,77.9,86.0
network_007,2025-06-25T12:04:15.955978,5.76,55.06,37.910748,-85.781978,8.18,0.63,448.0,7.8,21.4,good,14,concrete,484.0,2025-05-11T15:04:15.969951,80.2,0.978,22.1,88.2,38.0
network_007,2025-06-25T13:04:15.955978,6.15,75.14,45.392073,-73.128903,6.85,4.1,762.0,7.2,17.5,fair,31,PVC,246.0,2025-03-10T15:04:15.970002,71.6,0.933,11.2,79.2,52.0
network_006,2025-06-25T14:04:15.955978,4.45,55.23,41.720503,-76.544473,8.05,2.29,236.0,6.5,18.1,fair,21,PVC,137.0,2024-11-13T15:04:15.970034,89.2,0.93,6.4,79.4,55.0
network_008,2025-06-25T15:04:15.955978,5.99,68.17,42.273374,-79.066513,7.94,1.66,616.0,10.8,22.4,fair,23,steel,407.0,2025-01-20T15:04:15.970087,88.8,0.821,24.2,93.6,52.0
network_018,2025-06-25T16:04:15.955978,5.2,15.01,32.950861,-98.315496,6.64,0.1,785.0,8.7,15.2,poor,32,concrete,112.0,2025-03-03T15:04:15.970150,90.3,0.834,5.6,74.4,120.0
network_002,2025-06-25T17:04:15.955978,3.79,99.64,47.322742,-88.096438,8.18,1.37,518.0,6.4,22.3,excellent,9,steel,550.0,2024-09-11T15:04:15.970211,81.4,0.985,16.6,73.8,51.0
network_018,2025-06-25T18:04:15.955978,5.31,85.47,42.025394,-94.994653,6.58,3.02,225.0,10.5,19.9,good,22,steel,318.0,2025-02-11T15:04:15.970274,85.3,0.825,5.4,75.0,82.0
network_017,2025-06-25T19:04:15.955978,4.25,79.6,34.55477,-78.814448,8.3,3.35,736.0,9.8,23.2,good,19,concrete,436.0,2024-09-28T15:04:15.970318,74.1,0.803,23.5,73.9,36.0
network_005,2025-06-25T20:04:15.955978,6.28,63.69,47.829034,-113.419179,6.99,2.15,230.0,9.0,19.1,excellent,18,concrete,523.0,2024-07-15T15:04:15.970371,75.9,0.984,24.3,77.5,46.0
network_004,2025-06-25T21:04:15.955978,3.67,40.01,31.859506,-89.014591,8.38,0.38,684.0,11.7,16.3,fair,45,cast_iron,251.0,2025-03-13T15:04:15.970411,75.4,0.907,13.3,85.5,95.0
network_019,2025-06-25T22:04:15.955978,6.2,82.21,35.749016,-97.138743,8.18,3.32,420.0,11.5,22.3,excellent,47,steel,380.0,2025-05-14T15:04:15.970455,71.6,0.936,11.7,83.5,98.0
network_011,2025-06-25T23:04:15.955978,4.38,30.59,35.999542,-74.073083,8.44,0.94,708.0,7.8,19.9,good,43,steel,201.0,2025-02-28T15:04:15.970485,90.5,0.972,16.7,78.5,27.0
network_019,2025-06-26T00:04:15.955978,3.28,32.96,27.705691,-110.739082,8.35,0.6,248.0,8.3,16.1,good,18,PVC,593.0,2024-09-21T15:04:15.970526,89.9,0.825,15.9,91.8,82.0
network_019,2025-06-26T01:04:15.955978,6.52,21.3,29.070082,-98.293197,7.44,0.39,321.0,9.6,17.5,good,15,concrete,467.0,2025-01-04T15:04:15.970578,80.7,0.883,21.5,77.2,102.0
network_007,2025-06-26T02:04:15.955978,5.31,16.92,26.296375,-106.558035,7.3,1.73,231.0,10.6,18.1,poor,45,steel,252.0,2025-07-07T15:04:15.970635,82.8,0.854,13.2,78.9,88.0
network_004,2025-06-26T03:04:15.955978,4.42,34.22,33.551188,-85.645383,6.98,4.03,285.0,6.3,22.7,poor,15,cast_iron,591.0,2025-03-22T15:04:15.970686,75.2,0.917,8.3,83.9,109.0
network_006,2025-06-26T04:04:15.955978,6.97,11.66,34.677784,-70.90636,6.96,1.21,279.0,6.2,22.2,poor,44,cast_iron,256.0,2024-12-12T15:04:15.970735,84.3,0.963,6.8,72.7,97.0
network_019,2025-06-26T05:04:15.955978,5.68,21.27,38.625382,-108.831696,6.77,4.58,593.0,7.9,24.9,good,16,steel,212.0,2024-07-27T15:04:15.970771,79.8,0.839,11.7,75.6,45.0
network_007,2025-06-26T06:04:15.955978,5.47,71.67,32.803107,-81.718874,7.54,0.34,696.0,9.8,20.0,poor,45,concrete,110.0,2024-09-19T15:04:15.970818,89.4,0.857,18.1,84.0,18.0
network_012,2025-06-26T07:04:15.955978,4.22,68.72,35.399428,-87.152953,7.85,0.0,322.0,7.9,23.5,excellent,41,steel,447.0,2025-03-19T15:04:15.970858,71.7,0.847,14.1,73.1,104.0
network_009,2025-06-26T08:04:15.955978,5.93,57.0,37.473154,-75.403649,8.48,1.14,483.0,11.7,24.6,poor,34,HDPE,355.0,2025-07-04T15:04:15.970883,86.2,0.841,12.5,72.9,30.0
network_009,2025-06-26T09:04:15.955978,4.48,39.26,42.07331,-119.94426,8.29,2.29,709.0,9.7,21.3,good,39,cast_iron,216.0,2025-05-22T15:04:15.970905,77.4,0.836,11.3,77.7,108.0
network_020,2025-06-26T10:04:15.955978,3.62,21.6,44.878395,-72.941165,6.56,0.68,771.0,6.9,21.0,fair,19,PVC,100.0,2025-05-09T15:04:15.970930,85.1,0.818,11.7,77.7,55.0
network_015,2025-06-26T11:04:15.955978,5.4,43.11,29.304409,-86.954556,6.64,0.24,626.0,11.5,25.0,poor,25,PVC,292.0,2024-11-06T15:04:15.970956,77.9,0.987,19.7,85.9,118.0
network_005,2025-06-26T12:04:15.955978,3.74,35.04,44.24388,-73.858426,7.0,4.51,306.0,6.1,17.0,good,13,HDPE,329.0,2025-06-03T15:04:15.970982,73.9,0.955,20.6,75.7,71.0
