device_id,timestamp,consumption,flow_rate,pressure,temperature,ph,turbidity,conductivity,dissolved_oxygen,lat,lng
iot_device_040,2025-06-28T04:04:15.750604,17.42,1.98,4.82,17.0,8.48,3.98,668.0,9.4,33.420713,-98.907234
iot_device_012,2025-06-28T05:04:15.750604,37.24,3.96,2.2,20.1,8.22,3.63,513.0,11.5,49.25961,-79.376281
iot_device_049,2025-06-28T06:04:15.750604,87.95,1.83,7.23,18.8,7.68,2.2,394.0,7.3,34.419227,-88.743953
iot_device_038,2025-06-28T07:04:15.750604,136.03,3.74,2.94,22.9,7.67,3.53,589.0,7.8,34.870015,-111.514061
iot_device_044,2025-06-28T08:04:15.750604,108.3,2.8,2.96,24.8,7.02,1.11,490.0,11.6,25.310247,-89.153193
iot_device_005,2025-06-28T09:04:15.750604,131.23,2.89,5.75,15.9,7.5,0.02,266.0,9.8,32.970554,-77.857149
iot_device_019,2025-06-28T10:04:15.750604,24.77,1.4,3.42,22.5,7.15,2.51,363.0,11.6,42.08957,-77.030224
iot_device_047,2025-06-28T11:04:15.750604,39.06,4.47,4.8,16.2,7.81,4.22,389.0,10.8,38.523742,-76.009421
iot_device_001,2025-06-28T12:04:15.750604,22.76,3.26,5.37,18.2,7.66,2.91,449.0,11.8,35.963499,-85.585038
iot_device_047,2025-06-28T13:04:15.750604,22.66,3.81,5.12,24.3,8.46,3.93,313.0,6.7,45.498365,-109.572883
iot_device_017,2025-06-28T14:04:15.750604,32.64,1.15,4.73,20.7,6.58,1.59,519.0,6.7,28.659507,-100.44629
iot_device_029,2025-06-28T15:04:15.750604,25.14,1.36,6.78,23.7,8.32,0.76,691.0,9.1,38.729541,-111.725225
iot_device_024,2025-06-28T16:04:15.750604,18.27,3.33,3.06,17.2,7.82,1.2,341.0,6.2,30.160043,-70.738485
iot_device_032,2025-06-28T17:04:15.750604,28.72,2.68,7.82,19.1,6.6,2.04,672.0,9.6,43.713398,-79.964545
iot_device_013,2025-06-28T18:04:15.750604,171.55,1.84,5.19,16.3,8.28,2.97,744.0,8.3,35.944979,-93.852713
iot_device_035,2025-06-28T19:04:15.750604,145.08,3.37,7.84,15.0,7.8,2.58,498.0,11.4,25.564325,-74.854648
iot_device_043,2025-06-28T20:04:15.750604,88.63,4.7,6.29,23.3,8.01,0.59,664.0,10.1,47.859764,-98.644461
iot_device_011,2025-06-28T21:04:15.750604,81.72,2.58,2.64,23.6,8.25,2.09,518.0,6.9,38.661303,-97.383332
iot_device_011,2025-06-28T22:04:15.750604,100.08,0.93,7.83,23.2,6.51,4.41,645.0,6.9,40.265429,-73.349346
iot_device_010,2025-06-28T23:04:15.750604,36.13,2.6,3.45,17.0,6.98,0.44,467.0,9.0,47.8321,-77.997679
iot_device_009,2025-06-29T00:04:15.750604,28.66,0.94,7.54,16.5,7.92,1.18,629.0,9.9,37.850909,-81.034663
iot_device_014,2025-06-29T01:04:15.750604,31.54,4.02,6.98,15.9,7.54,3.68,218.0,10.3,32.422549,-116.913622
iot_device_050,2025-06-29T02:04:15.750604,14.07,1.19,5.37,22.6,7.44,3.06,551.0,11.0,32.316549,-87.139274
iot_device_036,2025-06-29T03:04:15.750604,15.57,1.6,2.32,16.3,7.14,1.15,773.0,8.0,39.757797,-70.236198
iot_device_016,2025-06-29T04:04:15.750604,49.24,4.91,4.26,22.8,8.09,3.13,289.0,7.4,39.73803,-77.431589
iot_device_019,2025-06-29T05:04:15.750604,18.74,2.17,4.53,18.3,6.95,4.06,286.0,11.6,34.92775,-85.950043
iot_device_049,2025-06-29T06:04:15.750604,74.1,2.04,2.78,22.9,7.28,3.1,489.0,7.3,28.197777,-106.748958
iot_device_035,2025-06-29T07:04:15.750604,99.65,4.44,5.11,20.8,7.74,2.62,293.0,7.1,45.740492,-114.810454
iot_device_024,2025-06-29T08:04:15.750604,187.75,3.52,6.79,22.1,6.96,0.19,789.0,10.9,44.047028,-77.009918
iot_device_037,2025-06-29T09:04:15.750604,127.3,0.93,6.12,16.5,7.41,2.81,646.0,6.2,48.868797,-106.781531
iot_device_019,2025-06-29T10:04:15.750604,17.09,0.8,6.45,22.0,8.45,3.44,677.0,7.0,31.757944,-109.244343
iot_device_012,2025-06-29T11:04:15.750604,34.59,4.23,4.4,18.8,6.77,2.22,396.0,10.8,29.095198,-70.042745
iot_device_045,2025-06-29T12:04:15.750604,36.79,1.29,5.92,24.9,6.91,4.13,577.0,8.1,45.84735,-106.341847
iot_device_018,2025-06-29T13:04:15.750604,21.47,3.98,6.55,20.7,7.72,1.62,661.0,9.1,47.516228,-98.600199
iot_device_028,2025-06-29T14:04:15.750604,35.61,4.66,3.45,22.9,7.54,4.4,292.0,6.2,39.819679,-101.769553
iot_device_003,2025-06-29T15:04:15.750604,20.83,2.6,7.0,21.4,8.38,2.68,598.0,6.1,30.307937,-95.650464
iot_device_018,2025-06-29T16:04:15.750604,36.59,1.11,7.77,24.7,6.86,1.96,260.0,11.1,34.785062,-83.051558
iot_device_015,2025-06-29T17:04:15.750604,26.04,2.16,4.92,15.5,7.26,4.56,635.0,11.6,35.396581,-111.899049
iot_device_001,2025-06-29T18:04:15.750604,108.17,0.64,4.56,19.4,7.75,2.35,461.0,7.1,48.0873,-97.015439
iot_device_015,2025-06-29T19:04:15.750604,70.31,1.06,3.72,21.0,8.44,4.02,585.0,11.9,30.438443,-113.272487
iot_device_032,2025-06-29T20:04:15.750604,68.22,2.43,7.18,24.1,7.95,2.98,371.0,11.3,32.087132,-108.653294
iot_device_040,2025-06-29T21:04:15.750604,108.68,1.7,5.17,20.6,8.14,0.07,596.0,11.6,26.044097,-79.412617
iot_device_006,2025-06-29T22:04:15.750604,125.8,2.6,6.47,17.2,7.88,1.01,620.0,11.5,28.802844,-115.165038
iot_device_044,2025-06-29T23:04:15.750604,29.44,1.31,3.25,22.3,8.01,0.08,689.0,10.1,35.856909,-118.575109
iot_device_010,2025-06-30T00:04:15.750604,33.14,1.9,4.05,20.7,6.62,2.21,511.0,9.5,26.117129,-92.871576
iot_device_050,2025-06-30T01:04:15.750604,26.79,2.09,4.42,19.2,6.81,0.77,291.0,6.5,41.770639,-70.523287
iot_device_011,2025-06-30T02:04:15.750604,36.82,1.61,5.98,24.5,7.14,0.72,385.0,7.9,45.756002,-106.97432
iot_device_033,2025-06-30T03:04:15.750604,18.92,3.89,7.18,22.0,7.35,4.92,410.0,10.5,43.734643,-113.634001
iot_device_007,2025-06-30T04:04:15.750604,38.06,4.51,4.01,22.0,7.72,2.1,482.0,10.9,40.538,-102.789103
iot_device_041,2025-06-30T05:04:15.750604,37.51,0.67,2.05,21.0,7.94,1.81,337.0,6.5,47.569019,-93.200674
iot_device_024,2025-06-30T06:04:15.750604,57.49,3.17,6.79,20.7,7.12,2.28,388.0,9.8,49.709402,-77.452426
iot_device_016,2025-06-30T07:04:15.750604,98.06,3.6,3.51,24.3,7.25,4.58,221.0,10.8,45.378487,-108.834992
iot_device_019,2025-06-30T08:04:15.750604,94.89,2.15,6.41,15.5,8.26,4.07,391.0,11.5,45.584462,-75.444876
iot_device_018,2025-06-30T09:04:15.750604,105.58,3.15,3.12,15.7,8.0,3.75,528.0,7.6,45.992907,-83.45936
iot_device_033,2025-06-30T10:04:15.750604,28.98,3.65,2.48,19.1,6.7,0.57,465.0,9.1,37.663937,-106.912391
iot_device_037,2025-06-30T11:04:15.750604,29.22,4.05,2.62,15.6,7.9,2.32,788.0,10.7,32.826667,-90.318176
iot_device_026,2025-06-30T12:04:15.750604,16.21,1.56,3.47,19.6,8.2,3.45,446.0,9.6,27.356513,-71.030543
iot_device_034,2025-06-30T13:04:15.750604,15.99,2.41,3.91,23.0,6.93,4.07,541.0,11.6,42.857108,-102.945013
iot_device_032,2025-06-30T14:04:15.750604,12.52,0.65,3.3,23.8,7.62,3.04,576.0,8.8,35.759847,-115.191647
iot_device_026,2025-06-30T15:04:15.750604,20.48,2.29,6.05,16.7,8.43,4.84,781.0,11.3,27.787773,-85.745158
iot_device_009,2025-06-30T16:04:15.750604,36.38,1.8,6.93,17.9,8.29,3.27,687.0,9.3,32.749834,-76.761616
iot_device_041,2025-06-30T17:04:15.750604,30.46,3.31,4.09,17.0,7.95,3.16,730.0,9.8,45.809802,-100.300892
iot_device_040,2025-06-30T18:04:15.750604,145.37,1.88,7.33,21.9,7.95,2.6,258.0,11.2,29.514728,-97.162726
iot_device_032,2025-06-30T19:04:15.750604,129.22,1.69,6.85,24.4,8.36,2.84,641.0,7.4,45.380291,-94.838132
iot_device_043,2025-06-30T20:04:15.750604,377.43,3.21,3.79,23.1,7.14,1.48,641.0,10.5,38.443995,-83.11573
iot_device_011,2025-06-30T21:04:15.750604,173.1,2.58,6.28,19.0,7.37,4.62,670.0,11.2,43.959663,-87.664408
iot_device_026,2025-06-30T22:04:15.750604,165.08,4.72,6.06,24.7,7.53,3.27,269.0,8.7,27.701125,-101.416065
iot_device_046,2025-06-30T23:04:15.750604,32.22,2.51,4.1,22.9,6.68,4.92,693.0,11.0,35.442132,-94.132148
iot_device_025,2025-07-01T00:04:15.750604,16.64,1.6,2.73,17.7,6.95,4.34,694.0,6.9,34.351042,-116.967161
iot_device_007,2025-07-01T01:04:15.750604,20.66,2.85,6.84,19.5,7.4,2.02,635.0,6.8,28.406611,-82.846361
iot_device_026,2025-07-01T02:04:15.750604,11.37,3.85,4.57,21.1,7.54,0.69,254.0,10.1,49.280624,-117.75682
iot_device_045,2025-07-01T03:04:15.750604,16.75,0.75,2.84,15.5,7.71,0.33,513.0,11.4,47.068273,-119.725564
iot_device_024,2025-07-01T04:04:15.750604,19.23,4.21,4.5,15.7,8.33,2.43,711.0,9.8,46.856348,-87.117813
iot_device_022,2025-07-01T05:04:15.750604,32.32,3.47,6.33,19.0,8.08,4.78,772.0,10.0,37.005771,-104.227067
iot_device_033,2025-07-01T06:04:15.750604,98.14,3.39,5.28,22.7,7.61,4.59,567.0,9.6,37.596312,-113.311087
iot_device_020,2025-07-01T07:04:15.750604,91.44,1.69,6.35,15.2,7.62,4.52,755.0,7.5,37.678552,-75.183729
iot_device_010,2025-07-01T08:04:15.750604,292.89,2.92,7.13,20.8,6.61,3.74,428.0,8.8,38.06696,-108.13036
iot_device_021,2025-07-01T09:04:15.750604,50.03,1.77,4.48,21.1,7.05,0.84,379.0,7.2,35.978367,-72.027517
iot_device_012,2025-07-01T10:04:15.750604,29.66,3.28,2.29,22.4,8.0,1.23,658.0,8.4,43.592917,-113.219062
iot_device_007,2025-07-01T11:04:15.750604,38.53,4.88,6.32,21.2,6.78,1.68,374.0,7.5,41.059741,-83.183918
iot_device_019,2025-07-01T12:04:15.750604,28.45,0.56,5.11,21.5,7.66,0.48,254.0,7.8,35.988767,-110.280267
iot_device_018,2025-07-01T13:04:15.750604,38.89,4.3,4.06,24.4,6.97,4.64,390.0,10.1,31.093497,-70.584377
iot_device_044,2025-07-01T14:04:15.750604,36.22,4.71,5.15,19.6,7.88,3.07,636.0,10.2,30.668304,-101.338152
iot_device_014,2025-07-01T15:04:15.750604,37.93,4.94,2.02,22.9,6.63,1.46,505.0,7.9,42.403424,-95.333756
iot_device_013,2025-07-01T16:04:15.750604,37.61,1.48,3.4,24.6,6.59,2.89,470.0,11.6,47.702388,-111.881493
iot_device_022,2025-07-01T17:04:15.750604,31.56,2.27,5.81,24.9,7.67,1.98,538.0,8.2,29.644283,-97.052747
iot_device_040,2025-07-01T18:04:15.750604,73.91,4.17,2.68,18.6,8.15,0.59,414.0,9.7,47.389182,-98.098211
iot_device_046,2025-07-01T19:04:15.750604,148.08,1.71,7.44,22.2,6.92,4.69,755.0,9.0,44.234615,-86.766501
iot_device_022,2025-07-01T20:04:15.750604,111.59,4.79,7.77,16.4,6.96,0.69,792.0,9.2,35.66607,-99.935696
iot_device_028,2025-07-01T21:04:15.750604,217.03,4.91,3.88,22.0,7.55,4.63,226.0,7.9,39.224186,-71.380403
iot_device_038,2025-07-01T22:04:15.750604,91.3,1.01,2.73,24.0,7.73,0.71,413.0,6.5,28.63655,-113.206609
iot_device_019,2025-07-01T23:04:15.750604,29.3,4.8,5.33,24.0,7.82,1.53,519.0,8.7,28.949631,-84.30871
iot_device_005,2025-07-02T00:04:15.750604,29.7,2.62,5.09,24.0,7.59,3.37,229.0,8.6,38.375206,-80.879687
iot_device_023,2025-07-02T01:04:15.750604,35.67,2.62,6.6,18.4,8.18,0.96,556.0,11.0,27.829464,-118.130189
iot_device_020,2025-07-02T02:04:15.750604,36.13,3.77,4.99,20.2,6.76,0.55,669.0,7.4,39.847398,-101.422516
iot_device_046,2025-07-02T03:04:15.750604,31.16,2.44,7.61,20.7,7.95,2.32,490.0,7.4,36.539618,-112.563247
iot_device_041,2025-07-02T04:04:15.750604,35.48,1.75,5.82,18.3,7.61,4.2,367.0,7.4,36.546475,-99.937187
iot_device_001,2025-07-02T05:04:15.750604,29.16,3.21,6.07,24.5,6.57,2.35,456.0,7.3,43.333619,-114.346167
iot_device_029,2025-07-02T06:04:15.750604,61.46,1.97,4.31,22.7,7.17,1.57,477.0,7.6,40.995495,-109.962195
iot_device_030,2025-07-02T07:04:15.750604,102.11,1.94,7.38,19.0,7.65,3.07,729.0,10.7,48.617175,-99.587469
iot_device_002,2025-07-02T08:04:15.750604,75.17,0.69,3.29,18.4,6.88,2.29,665.0,9.7,36.613704,-118.170938
iot_device_049,2025-07-02T09:04:15.750604,109.5,2.07,2.53,23.0,7.58,4.04,616.0,7.3,43.805683,-76.457872
iot_device_047,2025-07-02T10:04:15.750604,23.44,2.42,7.8,17.1,7.89,0.46,729.0,8.2,48.06682,-116.908991
iot_device_030,2025-07-02T11:04:15.750604,23.75,4.06,3.36,18.9,6.61,4.11,338.0,6.7,48.939874,-74.833604
iot_device_003,2025-07-02T12:04:15.750604,39.03,2.13,3.28,15.3,8.14,1.13,279.0,8.5,33.930965,-105.249662
iot_device_035,2025-07-02T13:04:15.750604,13.72,2.63,4.0,17.8,7.52,1.64,762.0,9.0,30.440612,-94.394494
iot_device_031,2025-07-02T14:04:15.750604,31.61,0.64,7.79,24.1,7.43,0.41,765.0,11.9,39.458631,-85.315892
iot_device_010,2025-07-02T15:04:15.750604,35.45,3.64,7.68,17.6,7.05,0.74,646.0,9.7,37.68085,-118.53006
iot_device_011,2025-07-02T16:04:15.750604,15.57,4.8,4.84,15.9,7.77,4.1,638.0,6.1,45.572207,-78.205411
iot_device_009,2025-07-02T17:04:15.750604,15.37,2.63,7.04,24.9,7.09,0.49,532.0,6.0,27.219653,-74.377239
iot_device_003,2025-07-02T18:04:15.750604,99.32,3.37,7.5,18.6,8.26,1.56,377.0,7.0,27.016957,-111.2919
iot_device_046,2025-07-02T19:04:15.750604,108.36,2.43,5.0,18.9,6.76,4.85,256.0,6.7,27.905917,-110.036757
iot_device_014,2025-07-02T20:04:15.750604,153.73,2.94,6.65,20.0,7.74,0.93,457.0,11.1,33.103552,-73.981076
iot_device_026,2025-07-02T21:04:15.750604,132.69,1.43,5.23,21.0,7.15,3.98,625.0,7.9,39.12021,-119.320009
iot_device_022,2025-07-02T22:04:15.750604,420.64,2.32,3.26,22.6,7.87,0.37,599.0,10.0,43.521424,-86.266014
iot_device_016,2025-07-02T23:04:15.750604,30.08,4.99,2.96,22.8,6.53,3.63,497.0,11.8,42.431468,-115.953069
iot_device_011,2025-07-03T00:04:15.750604,10.73,4.58,6.59,21.2,6.66,1.84,458.0,10.6,33.636538,-103.858861
iot_device_032,2025-07-03T01:04:15.750604,26.77,1.96,4.38,17.0,8.12,1.76,568.0,7.3,47.793791,-91.74907
iot_device_047,2025-07-03T02:04:15.750604,22.4,3.44,5.04,16.3,7.67,1.18,375.0,6.8,45.426676,-114.993282
iot_device_013,2025-07-03T03:04:15.750604,12.52,3.79,3.24,17.7,8.31,3.06,309.0,10.6,38.30566,-91.237469
iot_device_031,2025-07-03T04:04:15.750604,19.8,4.78,3.48,23.2,7.63,4.77,298.0,7.7,40.375331,-78.173251
iot_device_021,2025-07-03T05:04:15.750604,36.98,1.2,2.51,21.0,7.68,1.34,363.0,11.4,43.674185,-103.202844
iot_device_010,2025-07-03T06:04:15.750604,75.49,0.72,6.27,20.8,7.43,3.09,564.0,8.3,29.812015,-87.200144
iot_device_041,2025-07-03T07:04:15.750604,60.67,2.77,7.61,16.1,8.37,3.01,398.0,9.3,40.06015,-99.681932
iot_device_040,2025-07-03T08:04:15.750604,57.04,0.87,6.8,21.2,6.72,3.68,528.0,8.3,26.644758,-77.667302
iot_device_035,2025-07-03T09:04:15.750604,108.18,4.19,7.64,17.7,8.29,1.49,338.0,11.1,35.168478,-109.197819
iot_device_024,2025-07-03T10:04:15.750604,35.5,2.21,7.48,15.9,7.12,4.91,481.0,7.3,38.076054,-97.774227
iot_device_023,2025-07-03T11:04:15.750604,29.44,1.57,7.74,21.8,7.39,3.31,356.0,7.0,29.567907,-111.281043
iot_device_005,2025-07-03T12:04:15.750604,12.44,1.39,5.83,22.9,7.86,4.85,738.0,11.2,28.98809,-113.116331
iot_device_049,2025-07-03T13:04:15.750604,33.25,2.3,2.38,15.5,8.03,2.18,594.0,8.3,33.678726,-95.047139
iot_device_033,2025-07-03T14:04:15.750604,33.8,2.32,5.93,16.9,6.83,1.04,223.0,6.5,47.673399,-115.721468
iot_device_004,2025-07-03T15:04:15.750604,37.42,1.53,6.65,21.2,7.4,2.15,377.0,6.1,40.74598,-94.883249
iot_device_011,2025-07-03T16:04:15.750604,25.34,4.49,3.94,19.3,7.64,0.09,774.0,11.7,25.520665,-99.036875
iot_device_003,2025-07-03T17:04:15.750604,25.62,3.58,6.02,15.1,8.43,2.55,344.0,11.1,38.634722,-108.680658
iot_device_008,2025-07-03T18:04:15.750604,64.52,2.65,2.67,16.9,7.39,3.69,425.0,10.1,38.582382,-115.336901
iot_device_037,2025-07-03T19:04:15.750604,140.73,3.83,7.54,18.1,7.35,2.12,366.0,11.9,39.889674,-96.119153
iot_device_038,2025-07-03T20:04:15.750604,74.69,3.53,7.55,19.7,6.91,3.1,445.0,6.6,35.504765,-87.801173
iot_device_033,2025-07-03T21:04:15.750604,77.62,4.68,2.08,19.5,7.54,3.22,353.0,9.8,48.530583,-114.018234
iot_device_026,2025-07-03T22:04:15.750604,112.43,2.65,3.78,20.7,7.78,4.24,383.0,10.0,36.653438,-81.08953
iot_device_014,2025-07-03T23:04:15.750604,35.26,0.8,2.12,18.5,7.53,2.96,305.0,10.1,47.250076,-79.892298
iot_device_049,2025-07-04T00:04:15.750604,33.33,1.04,4.28,15.2,7.53,1.78,782.0,7.3,41.767593,-117.53212
iot_device_033,2025-07-04T01:04:15.750604,38.04,1.48,7.14,18.4,8.13,3.4,673.0,10.7,46.129158,-93.361525
iot_device_048,2025-07-04T02:04:15.750604,19.81,3.97,2.85,18.5,7.22,0.95,231.0,11.5,26.381611,-110.368959
iot_device_012,2025-07-04T03:04:15.750604,34.12,4.01,6.7,19.0,7.24,2.59,739.0,6.1,34.356332,-99.029222
iot_device_026,2025-07-04T04:04:15.750604,25.35,3.03,6.3,23.5,7.87,2.94,454.0,7.2,43.982759,-113.245602
iot_device_015,2025-07-04T05:04:15.750604,32.7,0.55,2.75,18.2,7.76,0.5,325.0,10.0,33.207929,-111.777274
iot_device_039,2025-07-04T06:04:15.750604,64.48,1.26,6.38,21.8,7.38,1.56,460.0,7.9,38.756952,-86.821391
iot_device_042,2025-07-04T07:04:15.750604,147.87,2.44,3.09,22.9,6.73,2.08,491.0,6.0,30.421674,-94.624841
iot_device_037,2025-07-04T08:04:15.750604,115.04,3.52,4.12,17.0,7.4,1.75,726.0,6.7,42.998709,-112.710834
iot_device_009,2025-07-04T09:04:15.750604,71.31,4.82,7.97,24.2,7.51,0.64,639.0,8.8,28.925051,-103.443122
iot_device_050,2025-07-04T10:04:15.750604,20.39,3.86,5.98,21.1,6.61,0.77,276.0,8.2,42.493696,-94.415826
iot_device_036,2025-07-04T11:04:15.750604,35.74,1.99,3.72,21.9,8.37,1.21,657.0,10.6,38.177352,-88.786298
iot_device_006,2025-07-04T12:04:15.750604,16.28,3.2,3.73,24.6,8.08,3.85,579.0,11.8,49.076541,-87.489215
iot_device_045,2025-07-04T13:04:15.750604,26.26,3.15,3.52,19.3,7.12,1.16,435.0,6.8,39.140353,-80.418563
iot_device_033,2025-07-04T14:04:15.750604,17.14,4.38,4.92,21.0,7.27,2.03,280.0,10.3,30.557279,-77.495121
iot_device_023,2025-07-04T15:04:15.750604,34.2,4.89,5.94,22.6,8.18,4.34,441.0,7.5,32.821662,-116.683041
iot_device_029,2025-07-04T16:04:15.750604,36.99,1.32,3.36,17.6,7.88,4.02,554.0,9.1,37.440642,-105.679995
iot_device_013,2025-07-04T17:04:15.750604,14.39,3.77,2.56,23.6,8.2,1.16,564.0,6.2,42.58784,-99.835058
iot_device_007,2025-07-04T18:04:15.750604,154.32,0.56,7.13,19.9,7.97,0.82,362.0,9.6,40.549706,-99.483335
iot_device_004,2025-07-04T19:04:15.750604,163.25,4.34,3.58,17.4,7.11,4.78,350.0,10.0,25.211234,-100.493822
iot_device_039,2025-07-04T20:04:15.750604,123.06,1.77,2.95,23.6,7.69,4.05,469.0,10.8,44.007871,-110.929172
iot_device_030,2025-07-04T21:04:15.750604,496.47,4.85,6.16,22.9,7.03,0.62,748.0,10.3,28.274924,-91.08985
iot_device_002,2025-07-04T22:04:15.750604,69.64,2.4,4.13,16.2,8.07,4.35,772.0,6.8,27.086767,-108.843985
iot_device_034,2025-07-04T23:04:15.750604,26.47,0.61,3.81,18.2,7.71,4.98,641.0,7.0,29.790337,-83.197696
iot_device_001,2025-07-05T00:04:15.750604,12.09,4.65,5.33,21.1,6.99,3.58,227.0,7.8,32.203716,-107.830765
iot_device_041,2025-07-05T01:04:15.750604,31.46,4.55,2.29,15.8,7.38,0.82,416.0,7.7,31.706671,-86.277364
iot_device_027,2025-07-05T02:04:15.750604,25.61,0.64,4.38,18.0,7.8,2.7,429.0,11.0,49.602338,-97.303783
iot_device_019,2025-07-05T03:04:15.750604,30.5,1.74,7.9,19.5,6.77,4.06,599.0,10.5,34.773408,-114.178736
iot_device_028,2025-07-05T04:04:15.750604,31.86,2.09,3.08,24.3,8.4,0.9,704.0,7.1,31.156463,-83.503413
iot_device_048,2025-07-05T05:04:15.750604,46.93,4.39,3.92,15.3,6.77,3.27,722.0,9.4,40.106034,-106.571696
iot_device_004,2025-07-05T06:04:15.750604,362.88,3.82,3.64,18.2,6.63,2.92,283.0,6.9,38.017016,-82.616565
iot_device_044,2025-07-05T07:04:15.750604,59.78,2.07,7.64,15.6,8.34,2.38,244.0,9.6,47.120124,-101.839276
iot_device_046,2025-07-05T08:04:15.750604,138.79,2.22,6.79,22.3,8.16,0.86,479.0,8.1,26.697761,-118.125807
iot_device_021,2025-07-05T09:04:15.750604,61.94,0.98,3.73,18.0,7.83,4.2,233.0,11.5,39.413134,-84.224717
iot_device_008,2025-07-05T10:04:15.750604,30.58,1.8,5.69,19.1,6.86,0.07,344.0,11.2,47.219619,-105.884766
iot_device_030,2025-07-05T11:04:15.750604,14.58,4.92,4.95,17.9,6.56,0.11,545.0,8.9,30.594537,-86.877462
iot_device_008,2025-07-05T12:04:15.750604,29.72,2.54,7.24,17.4,7.03,3.77,275.0,9.3,37.195676,-112.562921
iot_device_037,2025-07-05T13:04:15.750604,39.94,2.35,2.87,16.2,6.89,1.53,581.0,10.3,27.320311,-87.479036
iot_device_038,2025-07-05T14:04:15.750604,23.98,2.45,3.4,20.4,7.38,2.64,525.0,8.5,42.29066,-111.173224
iot_device_049,2025-07-05T15:04:15.750604,117.59,4.27,5.16,19.4,8.19,2.87,742.0,8.5,36.9609,-101.216747
iot_device_004,2025-07-05T16:04:15.750604,32.24,2.48,3.73,22.6,8.23,1.9,637.0,9.7,36.17037,-93.966288
iot_device_023,2025-07-05T17:04:15.750604,12.4,3.88,4.87,17.6,7.19,4.36,675.0,8.1,27.688995,-115.697086
iot_device_034,2025-07-05T18:04:15.750604,129.68,1.59,2.96,22.5,8.5,0.49,249.0,7.8,41.12621,-98.487027
iot_device_017,2025-07-05T19:04:15.750604,102.72,0.53,7.93,24.3,8.15,0.5,299.0,7.4,30.684387,-95.455547
iot_device_016,2025-07-05T20:04:15.750604,124.1,0.74,5.61,19.2,7.47,2.06,380.0,11.4,36.888282,-78.545454
iot_device_016,2025-07-05T21:04:15.750604,64.58,1.58,7.86,22.8,6.72,2.28,377.0,11.0,34.874835,-91.111872
iot_device_012,2025-07-05T22:04:15.750604,132.72,1.47,5.15,20.7,7.81,3.21,716.0,9.0,38.522098,-87.318808
iot_device_012,2025-07-05T23:04:15.750604,39.3,3.21,7.86,20.8,8.49,0.22,313.0,8.1,35.843191,-98.797732
iot_device_022,2025-07-06T00:04:15.750604,14.23,4.56,3.8,19.2,7.69,4.68,597.0,6.9,33.547869,-108.91407
iot_device_005,2025-07-06T01:04:15.750604,27.31,2.56,2.4,17.6,8.18,0.75,757.0,11.3,40.821444,-70.853656
iot_device_022,2025-07-06T02:04:15.750604,18.92,1.22,2.12,19.1,6.66,0.84,270.0,9.5,44.816417,-104.728921
iot_device_042,2025-07-06T03:04:15.750604,10.92,2.54,7.68,20.6,6.6,1.94,312.0,6.9,33.607566,-87.503292
iot_device_046,2025-07-06T04:04:15.750604,38.15,0.91,4.93,22.9,7.06,0.71,792.0,9.2,36.390427,-92.089004
iot_device_040,2025-07-06T05:04:15.750604,10.49,3.14,3.31,16.8,7.15,3.97,276.0,9.8,33.04817,-95.092348
iot_device_019,2025-07-06T06:04:15.750604,119.5,1.32,2.03,19.6,7.89,1.41,500.0,10.2,33.299191,-119.627504
iot_device_015,2025-07-06T07:04:15.750604,85.4,1.81,6.94,23.5,7.76,2.67,514.0,9.9,36.340823,-76.207043
iot_device_016,2025-07-06T08:04:15.750604,125.11,1.3,4.63,18.3,6.52,3.0,247.0,8.2,34.70671,-101.111837
iot_device_038,2025-07-06T09:04:15.750604,125.6,4.92,7.82,16.3,7.14,1.98,486.0,11.0,48.935906,-114.657672
iot_device_046,2025-07-06T10:04:15.750604,33.6,1.12,2.4,17.5,7.84,2.2,567.0,6.5,27.204496,-81.732995
iot_device_047,2025-07-06T11:04:15.750604,13.54,4.86,2.49,22.9,8.43,1.86,557.0,7.9,37.946218,-71.191712
iot_device_049,2025-07-06T12:04:15.750604,39.85,1.81,7.16,21.0,6.86,2.32,371.0,6.6,43.021393,-114.79148
iot_device_011,2025-07-06T13:04:15.750604,33.49,4.87,3.44,24.1,7.83,4.41,308.0,11.0,47.819143,-97.554572
iot_device_022,2025-07-06T14:04:15.750604,24.85,3.62,4.08,18.8,7.66,3.3,208.0,8.6,30.701753,-73.677893
iot_device_006,2025-07-06T15:04:15.750604,24.37,0.73,6.85,18.7,7.58,1.79,580.0,9.4,42.527288,-85.666801
iot_device_043,2025-07-06T16:04:15.750604,25.22,2.71,4.86,24.1,6.59,4.68,315.0,8.8,31.988127,-71.52954
iot_device_004,2025-07-06T17:04:15.750604,23.34,3.28,4.36,19.1,7.64,2.81,561.0,8.2,25.181248,-92.304365
iot_device_028,2025-07-06T18:04:15.750604,115.59,4.33,7.93,22.4,7.11,2.27,712.0,8.8,42.410476,-104.26959
iot_device_026,2025-07-06T19:04:15.750604,69.57,2.58,2.94,19.1,8.04,4.67,414.0,6.7,49.287679,-115.202238
iot_device_038,2025-07-06T20:04:15.750604,97.16,2.79,4.64,21.1,6.98,1.15,291.0,11.9,29.720157,-98.457449
iot_device_026,2025-07-06T21:04:15.750604,133.29,2.94,6.63,17.0,7.14,1.71,542.0,11.5,28.584484,-114.012968
iot_device_032,2025-07-06T22:04:15.750604,71.48,3.04,3.77,16.9,8.07,0.69,538.0,6.5,25.280825,-118.911325
